img_name,img_type1,img_type2,evolution,name_clean,name,pokedex_number,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,generation,is_legendary,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,capture_rate,base_egg_steps,height_m,weight_kg,classfication,abilities,final_type1,final_type2
floette,Fairy,,,floette,Floette,670.0,fairy,,74.0,65.0,67.0,125.0,128.0,92.0,551.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,120,5120.0,0.2,0.9,Fairy Pokémon,"['Flower Veil', 'Symbiosis']",fairy,
florges,Fairy,,,florges,Florges,671.0,fairy,,78.0,65.0,68.0,112.0,154.0,75.0,552.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,45,5120.0,1.1,10.0,Garden Pokémon,"['Flower Veil', 'Symbiosis']",fairy,
skiddo,Grass,,,skiddo,Skiddo,672.0,grass,,66.0,65.0,48.0,62.0,57.0,52.0,350.0,6.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,200,5120.0,0.9,31.0,Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",grass,
gogoat,Grass,,,gogoat,Gogoat,673.0,grass,,123.0,100.0,62.0,97.0,81.0,68.0,531.0,6.0,0.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,1.7,91.0,Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",grass,
pancham,Fighting,,,pancham,Pancham,674.0,fighting,,67.0,82.0,62.0,46.0,48.0,43.0,348.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,220,6400.0,0.6,8.0,Playful Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",fighting,
pangoro,Fighting,Dark,,pangoro,Pangoro,675.0,fighting,dark,95.0,124.0,78.0,69.0,71.0,58.0,495.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,65,6400.0,2.1,136.0,Daunting Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",fighting,dark
furfrou,Normal,,,furfrou,Furfrou,676.0,normal,,75.0,80.0,60.0,65.0,90.0,102.0,472.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,160,5120.0,1.2,28.0,Poodle Pokémon,['Fur Coat'],normal,
espurr,Psychic,,,espurr,Espurr,677.0,psychic,,62.0,48.0,54.0,63.0,60.0,68.0,355.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,190,5120.0,0.3,3.5,Restraint Pokémon,"['Keen Eye', 'Infiltrator', 'Own Tempo']",psychic,
meowstic-male,Psychic,,,meowstic-male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychic,
honedge,Steel,Ghost,,honedge,Honedge,679.0,steel,ghost,45.0,80.0,100.0,35.0,37.0,28.0,325.0,6.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,180,5120.0,0.8,2.0,Sword Pokémon,['No Guard'],steel,ghost
doublade,Steel,Ghost,,doublade,Doublade,680.0,steel,ghost,59.0,110.0,150.0,45.0,49.0,35.0,448.0,6.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,90,5120.0,0.8,4.5,Sword Pokémon,['No Guard'],steel,ghost
aegislash-blade,Steel,Ghost,,aegislash-blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel,
spritzee,Fairy,,,spritzee,Spritzee,682.0,fairy,,78.0,52.0,60.0,63.0,65.0,23.0,341.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,200,5120.0,0.2,0.5,Perfume Pokémon,"['Healer', 'Aroma Veil']",fairy,
aromatisse,Fairy,,,aromatisse,Aromatisse,683.0,fairy,,101.0,72.0,72.0,99.0,89.0,29.0,462.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,140,5120.0,0.8,15.5,Fragrance Pokémon,"['Healer', 'Aroma Veil']",fairy,
swirlix,Fairy,,,swirlix,Swirlix,684.0,fairy,,62.0,48.0,66.0,59.0,57.0,49.0,341.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,200,5120.0,0.4,3.5,Cotton Candy Pokémon,"['Sweet Veil', 'Unburden']",fairy,
slurpuff,Fairy,,,slurpuff,Slurpuff,685.0,fairy,,82.0,80.0,86.0,85.0,75.0,72.0,480.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,140,5120.0,0.8,5.0,Meringue Pokémon,"['Sweet Veil', 'Unburden']",fairy,
inkay,Dark,Psychic,,inkay,Inkay,686.0,dark,psychic,53.0,54.0,53.0,37.0,46.0,45.0,288.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,190,5120.0,0.4,3.5,Revolving Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",dark,psychic
malamar,Dark,Psychic,,malamar,Malamar,687.0,dark,psychic,86.0,92.0,88.0,68.0,75.0,73.0,482.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,80,5120.0,1.5,47.0,Overturning Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",dark,psychic
binacle,Rock,Water,,binacle,Binacle,688.0,rock,water,42.0,52.0,67.0,39.0,56.0,50.0,306.0,6.0,0.0,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,5120.0,0.5,31.0,Two-Handed Pokémon,"['Tough Claws', 'Sniper', 'Pickpocket']",rock,water
barbaracle,Rock,Water,,barbaracle,Barbaracle,689.0,rock,water,72.0,105.0,115.0,54.0,86.0,68.0,500.0,6.0,0.0,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,5120.0,1.3,96.0,Collective Pokémon,"['Tough Claws', 'Sniper', 'Pickpocket']",rock,water
skrelp,Poison,Water,,skrelp,Skrelp,690.0,poison,water,50.0,60.0,60.0,60.0,60.0,30.0,320.0,6.0,0.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,225,5120.0,0.5,7.3,Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",poison,water
dragalge,Poison,Dragon,,dragalge,Dragalge,691.0,poison,dragon,65.0,75.0,90.0,97.0,123.0,44.0,494.0,6.0,0.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,55,5120.0,1.8,81.5,Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",poison,dragon
clauncher,Water,,,clauncher,Clauncher,692.0,water,,50.0,53.0,62.0,58.0,63.0,44.0,330.0,6.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,225,3840.0,0.5,8.3,Water Gun Pokémon,['Mega Launcher'],water,
clawitzer,Water,,,clawitzer,Clawitzer,693.0,water,,71.0,73.0,88.0,120.0,89.0,59.0,500.0,6.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,3840.0,1.3,35.3,Howitzer Pokémon,['Mega Launcher'],water,
helioptile,Electric,Normal,,helioptile,Helioptile,694.0,electric,normal,44.0,38.0,33.0,61.0,43.0,70.0,289.0,6.0,0.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,190,5120.0,0.5,6.0,Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",electric,normal
heliolisk,Electric,Normal,,heliolisk,Heliolisk,695.0,electric,normal,62.0,55.0,52.0,109.0,94.0,109.0,481.0,6.0,0.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,75,5120.0,1.0,21.0,Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",electric,normal
tyrunt,Rock,Dragon,,tyrunt,Tyrunt,696.0,rock,dragon,58.0,89.0,77.0,45.0,45.0,48.0,362.0,6.0,0.0,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,45,7680.0,0.8,26.0,Royal Heir Pokémon,"['Strong Jaw', 'Sturdy']",rock,dragon
tyrantrum,Rock,Dragon,,tyrantrum,Tyrantrum,697.0,rock,dragon,82.0,121.0,119.0,69.0,59.0,71.0,521.0,6.0,0.0,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,45,7680.0,2.5,270.0,Despot Pokémon,"['Strong Jaw', 'Rock Head']",rock,dragon
amaura,Rock,Ice,,amaura,Amaura,698.0,rock,ice,77.0,59.0,50.0,67.0,63.0,46.0,362.0,6.0,0.0,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,45,7680.0,1.3,25.2,Tundra Pokémon,"['Refrigerate', 'Snow Warning']",rock,ice
aurorus,Rock,Ice,,aurorus,Aurorus,699.0,rock,ice,123.0,77.0,72.0,99.0,92.0,58.0,521.0,6.0,0.0,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,45,7680.0,2.7,225.0,Tundra Pokémon,"['Refrigerate', 'Snow Warning']",rock,ice
sylveon,Fairy,,,sylveon,Sylveon,700.0,fairy,,95.0,65.0,65.0,110.0,130.0,60.0,525.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,45,8960.0,1.0,23.5,Intertwining Pokémon,"['Cute Charm', 'Pixilate']",fairy,
hawlucha,Fighting,Flying,,hawlucha,Hawlucha,701.0,fighting,flying,78.0,92.0,75.0,74.0,63.0,118.0,500.0,6.0,0.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,100,5120.0,0.8,21.5,Wrestling Pokémon,"['Limber', 'Unburden', 'Mold Breaker']",fighting,flying
dedenne,Electric,Fairy,,dedenne,Dedenne,702.0,electric,fairy,67.0,58.0,57.0,81.0,67.0,101.0,431.0,6.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,180,5120.0,0.2,2.2,Antenna Pokémon,"['Cheek Pouch', 'Pickup', 'Plus']",electric,fairy
carbink,Rock,Fairy,,carbink,Carbink,703.0,rock,fairy,50.0,50.0,150.0,50.0,150.0,50.0,500.0,6.0,0.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,60,6400.0,0.3,5.7,Jewel Pokémon,"['Clear Body', 'Sturdy']",rock,fairy
goomy,Dragon,,,goomy,Goomy,704.0,dragon,,45.0,50.0,35.0,55.0,75.0,40.0,300.0,6.0,0.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,45,10240.0,0.3,2.8,Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",dragon,
sliggoo,Dragon,,,sliggoo,Sliggoo,705.0,dragon,,68.0,75.0,53.0,83.0,113.0,60.0,452.0,6.0,0.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,45,10240.0,0.8,17.5,Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",dragon,
goodra,Dragon,,,goodra,Goodra,706.0,dragon,,90.0,100.0,70.0,110.0,150.0,80.0,600.0,6.0,0.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,45,10240.0,2.0,150.5,Dragon Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",dragon,
klefki,Steel,Fairy,,klefki,Klefki,707.0,steel,fairy,57.0,80.0,91.0,80.0,87.0,75.0,470.0,6.0,0.0,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,75,5120.0,0.2,3.0,Key Ring Pokémon,"['Prankster', 'Magician']",steel,fairy
phantump,Ghost,Grass,,phantump,Phantump,708.0,ghost,grass,43.0,70.0,48.0,50.0,60.0,38.0,309.0,6.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,120,5120.0,0.4,7.0,Stump Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",ghost,grass
trevenant,Ghost,Grass,,trevenant,Trevenant,709.0,ghost,grass,85.0,110.0,76.0,65.0,82.0,56.0,474.0,6.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,60,5120.0,1.5,71.0,Elder Tree Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",ghost,grass
pumpkaboo-average,Ghost,Grass,,pumpkaboo-average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghost,
gourgeist-average,Ghost,Grass,,gourgeist-average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghost,
bergmite,Ice,,,bergmite,Bergmite,712.0,ice,,55.0,69.0,85.0,32.0,35.0,28.0,304.0,6.0,0.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,190,5120.0,1.0,99.5,Ice Chunk Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",ice,
avalugg,Ice,,,avalugg,Avalugg,713.0,ice,,95.0,117.0,184.0,44.0,46.0,28.0,514.0,6.0,0.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,55,5120.0,2.0,505.0,Iceberg Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",ice,
noibat,Flying,Dragon,,noibat,Noibat,714.0,flying,dragon,40.0,30.0,35.0,45.0,40.0,55.0,245.0,6.0,0.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,190,5120.0,0.5,8.0,Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",flying,dragon
noivern,Flying,Dragon,,noivern,Noivern,715.0,flying,dragon,85.0,70.0,80.0,97.0,80.0,123.0,535.0,6.0,0.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,45,5120.0,1.5,85.0,Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",flying,dragon
xerneas,Fairy,,,xerneas,Xerneas,716.0,fairy,,126.0,131.0,95.0,131.0,98.0,99.0,680.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,45,30720.0,3.0,215.0,Life Pokémon,['Fairy Aura'],fairy,
yveltal,Dark,Flying,,yveltal,Yveltal,717.0,dark,flying,126.0,131.0,95.0,131.0,98.0,99.0,680.0,6.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,45,30720.0,5.8,203.0,Destruction Pokémon,['Dark Aura'],dark,flying
zygarde-50,Dragon,Ground,,zygarde-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon,
diancie,Rock,Fairy,,diancie,Diancie,719.0,rock,fairy,50.0,160.0,110.0,160.0,110.0,110.0,700.0,6.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,3,6400.0,0.7,8.8,Jewel Pokémon,['Clear Body'],rock,fairy
hoopa-confined,Psychic,Ghost,,hoopa-confined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Psychic,
volcanion,Fire,Water,,volcanion,Volcanion,721.0,fire,water,80.0,110.0,120.0,130.0,90.0,70.0,600.0,6.0,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,3,30720.0,1.7,195.0,Steam Pokémon,['Water Absorb'],fire,water
rowlet,Grass,Flying,,rowlet,Rowlet,722.0,grass,flying,68.0,55.0,55.0,50.0,50.0,42.0,320.0,7.0,0.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,45,3840.0,0.3,1.5,Grass Quill Pokémon,"['Overgrow', 'Long Reach']",grass,flying
dartrix,Grass,Flying,,dartrix,Dartrix,723.0,grass,flying,78.0,75.0,75.0,70.0,70.0,52.0,420.0,7.0,0.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,45,3840.0,0.7,16.0,Blade Quill Pokémon,"['Overgrow', 'Long Reach']",grass,flying
decidueye,Grass,Ghost,,decidueye,Decidueye,724.0,grass,ghost,78.0,107.0,75.0,100.0,100.0,70.0,530.0,7.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,45,3840.0,1.6,36.6,Arrow Quill Pokémon,"['Overgrow', 'Long Reach']",grass,ghost
litten,Fire,,,litten,Litten,725.0,fire,,45.0,65.0,40.0,60.0,40.0,70.0,320.0,7.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,45,3840.0,0.4,4.3,Fire Cat Pokémon,"['Blaze', 'Intimidate']",fire,
torracat,Fire,,,torracat,Torracat,726.0,fire,,65.0,85.0,50.0,80.0,50.0,90.0,420.0,7.0,0.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,45,3840.0,0.7,25.0,Fire Cat Pokémon,"['Blaze', 'Intimidate']",fire,
incineroar,Fire,Dark,,incineroar,Incineroar,727.0,fire,dark,95.0,115.0,90.0,80.0,90.0,60.0,530.0,7.0,0.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,45,3840.0,1.8,83.0,Heel Pokémon,"['Blaze', 'Intimidate']",fire,dark
popplio,Water,,,popplio,Popplio,728.0,water,,50.0,54.0,54.0,66.0,56.0,40.0,320.0,7.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,3840.0,0.4,7.5,Sea Lion Pokémon,"['Torrent', 'Liquid Voice']",water,
brionne,Water,,,brionne,Brionne,729.0,water,,60.0,69.0,69.0,91.0,81.0,50.0,420.0,7.0,0.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,3840.0,0.6,17.5,Pop Star Pokémon,"['Torrent', 'Liquid Voice']",water,
primarina,Water,Fairy,,primarina,Primarina,730.0,water,fairy,80.0,74.0,74.0,126.0,116.0,60.0,530.0,7.0,0.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,45,3840.0,1.8,44.0,Soloist Pokémon,"['Torrent', 'Liquid Voice']",water,fairy
pikipek,Normal,Flying,,pikipek,Pikipek,731.0,normal,flying,35.0,75.0,30.0,30.0,30.0,65.0,265.0,7.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.3,1.2,Woodpecker Pokémon,"['Keen Eye', 'Skill Link', 'Pickup']",normal,flying
trumbeak,Normal,Flying,,trumbeak,Trumbeak,732.0,normal,flying,55.0,85.0,50.0,40.0,50.0,75.0,355.0,7.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,120,3840.0,0.6,14.8,Bugle Beak Pokémon,"['Keen Eye', 'Skill Link', 'Pickup']",normal,flying
toucannon,Normal,Flying,,toucannon,Toucannon,733.0,normal,flying,80.0,120.0,75.0,75.0,75.0,60.0,485.0,7.0,0.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,45,3840.0,1.1,26.0,Cannon Pokémon,"['Keen Eye', 'Skill Link', 'Sheer Force']",normal,flying
yungoos,Normal,,,yungoos,Yungoos,734.0,normal,,48.0,70.0,30.0,30.0,30.0,45.0,253.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,255,3840.0,0.4,6.0,Loitering Pokémon,"['Stakeout', 'Strong Jaw', 'Adaptability']",normal,
gumshoos,Normal,,,gumshoos,Gumshoos,735.0,normal,,88.0,110.0,60.0,55.0,60.0,45.0,418.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,127,3840.0,0.7,14.2,Stakeout Pokémon,"['Stakeout', 'Strong Jaw', 'Adaptability']",normal,
grubbin,Bug,,,grubbin,Grubbin,736.0,bug,,47.0,62.0,45.0,55.0,45.0,46.0,300.0,7.0,0.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,255,3840.0,0.4,4.4,Larva Pokémon,['Swarm'],bug,
charjabug,Bug,Electric,,charjabug,Charjabug,737.0,bug,electric,57.0,82.0,95.0,55.0,75.0,36.0,400.0,7.0,0.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,120,3840.0,0.5,10.5,Battery Pokémon,['Battery'],bug,electric
vikavolt,Bug,Electric,,vikavolt,Vikavolt,738.0,bug,electric,77.0,70.0,90.0,145.0,75.0,43.0,500.0,7.0,0.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,45,3840.0,1.5,45.0,Stag Beetle Pokémon,['Levitate'],bug,electric
crabrawler,Fighting,,,crabrawler,Crabrawler,739.0,fighting,,47.0,82.0,57.0,42.0,47.0,63.0,338.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,225,5120.0,0.6,7.0,Boxing Pokémon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",fighting,
crabominable,Fighting,Ice,,crabominable,Crabominable,740.0,fighting,ice,97.0,132.0,77.0,62.0,67.0,43.0,478.0,7.0,0.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,60,5120.0,1.7,180.0,Woolly Crab Pokémon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",fighting,ice
oricorio-baile,Fire,Flying,,oricorio-baile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire,
cutiefly,Bug,Fairy,,cutiefly,Cutiefly,742.0,bug,fairy,40.0,45.0,40.0,55.0,40.0,84.0,304.0,7.0,0.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,190,5120.0,0.1,0.2,Bee Fly Pokémon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",bug,fairy
ribombee,Bug,Fairy,,ribombee,Ribombee,743.0,bug,fairy,60.0,55.0,60.0,95.0,70.0,124.0,464.0,7.0,0.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,75,5120.0,0.2,0.5,Bee Fly Pokémon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",bug,fairy
rockruff,Rock,,,rockruff,Rockruff,744.0,rock,,45.0,65.0,40.0,30.0,40.0,60.0,280.0,7.0,0.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,190,3840.0,0.5,9.2,Puppy Pokémon,"['Keen Eye', 'Vital Spirit', 'Steadfast']",rock,
lycanroc-midday,Rock,,,lycanroc-midday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,
wishiwashi-solo,Water,,,wishiwashi-solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,
mareanie,Poison,Water,,mareanie,Mareanie,747.0,poison,water,50.0,53.0,62.0,43.0,52.0,45.0,305.0,7.0,0.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,190,5120.0,0.4,8.0,Brutal Star Pokémon,"['Merciless', 'Limber', 'Regenerator']",poison,water
